DASYLab - V 4.02.22
WORKSHEET          : VOLVOHR04_VER2
Recording Date     : 2009-03-31, 10:53:53
Block Length       : 256
Delta              : 0.002000 sec.
Number of Channels : 12
Time	Yaw [rad/s]	Pitch [rad/s]	Roll [rad/s]	Xacc [m/s²]	Zacc [m/s²]	Yacc [m/s²]	Strwhlangle [rad]	Speed [m/s]	Slip [rad]	Pulse []	Servopressure []	Strwhlmoment []	
25.024	0.4652	0.0027	-0.0044	0.7130	0.1034	2.0636	4.0384	5.8339	-0.0453	-1.1377	0.3378	-1.3929	
25.026	0.4651	0.0019	-0.0056	0.6929	0.0931	2.0802	4.0324	5.9543	-0.0460	-1.1469	0.3407	-1.3869	
25.028	0.4641	0.0024	-0.0053	0.7179	0.1144	2.0531	4.0261	5.7678	-0.0465	-1.1452	0.3437	-1.3807	
25.030	0.4652	0.0014	-0.0050	0.7296	0.1083	2.0432	4.0200	5.9492	-0.0475	-1.1563	0.3467	-1.3745	
25.032	0.4624	-0.0011	-0.0071	0.7118	0.1211	2.0377	4.0143	5.8729	-0.0463	-1.1205	0.3497	-1.3684	
25.034	0.4627	0.0019	-0.0055	0.7179	0.1181	2.0124	4.0083	5.5949	-0.0453	-1.1331	0.3526	-1.3624	
25.036	0.4617	0.0019	-0.0080	0.6874	0.1223	2.0284	4.0018	5.8119	-0.0461	-1.1479	0.3554	-1.3567	
25.038	0.4609	0.0020	-0.0076	0.7185	0.1413	2.0001	3.9952	5.9052	-0.0474	-1.1279	0.3580	-1.3514	
25.040	0.4614	0.0006	-0.0068	0.7265	0.1523	2.0192	3.9890	5.7712	-0.0475	-1.1644	0.3604	-1.3466	
25.042	0.4581	-0.0010	-0.0095	0.7222	0.1681	1.9951	3.9835	5.8679	-0.0479	-1.1513	0.3625	-1.3423	
25.044	0.4597	0.0022	-0.0089	0.7234	0.1761	1.9840	3.9777	5.8424	-0.0487	-1.1513	0.3643	-1.3385	
25.046	0.4586	0.0019	-0.0111	0.6990	0.1706	2.0019	3.9712	5.7424	-0.0491	-1.1627	0.3659	-1.3351	
25.048	0.4583	0.0020	-0.0107	0.7296	0.1950	1.9896	3.9643	5.7543	-0.0505	-1.1572	0.3674	-1.3322	
25.050	0.4569	0.0030	-0.0113	0.7375	0.1932	2.0216	3.9574	5.7187	-0.0495	-1.1821	0.3686	-1.3297	
25.052	0.4567	0.0007	-0.0118	0.7412	0.1999	1.9908	3.9505	5.5169	-0.0495	-1.1745	0.3695	-1.3279	
25.054	0.4581	0.0004	-0.0121	0.7565	0.2005	1.9939	3.9435	5.6712	-0.0519	-1.1978	0.3699	-1.3270	
25.056	0.4545	-0.0009	-0.0141	0.7442	0.2212	1.9927	3.9363	5.8221	-0.0533	-1.1806	0.3698	-1.3272	
25.058	0.4551	0.0022	-0.0133	0.7387	0.2371	1.9957	3.9287	5.5610	-0.0540	-1.2039	0.3691	-1.3287	
25.060	0.4555	0.0005	-0.0172	0.7479	0.2243	2.0001	3.9203	5.7339	-0.0505	-1.1919	0.3679	-1.3313	
25.062	0.4549	0.0012	-0.0158	0.7705	0.2432	2.0142	3.9111	5.9068	-0.0486	-1.1531	0.3661	-1.3350	
25.064	0.4537	0.0031	-0.0166	0.7705	0.2359	2.0340	3.9014	5.6695	-0.0524	-1.1855	0.3638	-1.3397	
25.066	0.4528	0.0009	-0.0168	0.7693	0.2505	1.9994	3.8919	5.7085	-0.0548	-1.1913	0.3611	-1.3451	
25.068	0.4525	0.0005	-0.0161	0.7675	0.2542	2.0130	3.8829	5.7882	-0.0564	-1.2076	0.3581	-1.3511	
25.070	0.4490	-0.0002	-0.0189	0.7779	0.2652	2.0068	3.8745	5.7543	-0.0551	-1.2077	0.3548	-1.3575	
25.072	0.4517	0.0020	-0.0192	0.7809	0.2768	2.0068	3.8662	5.8272	-0.0551	-1.2033	0.3515	-1.3641	
25.074	0.4502	-0.0014	-0.0216	0.7748	0.2572	1.9939	3.8574	5.9747	-0.0555	-1.1853	0.3481	-1.3708	
25.076	0.4498	0.0011	-0.0200	0.7938	0.2578	1.9853	3.8481	5.6169	-0.0542	-1.1955	0.3447	-1.3772	
25.078	0.4495	0.0007	-0.0208	0.7583	0.2517	2.0007	3.8383	5.7034	-0.0540	-1.1966	0.3416	-1.3832	
25.080	0.4485	0.0006	-0.0211	0.7944	0.2737	1.9964	3.8285	5.8085	-0.0517	-1.1623	0.3386	-1.3887	
25.082	0.4473	0.0018	-0.0208	0.7987	0.2713	2.0130	3.8191	5.8136	-0.0508	-1.1905	0.3358	-1.3937	
25.084	0.4446	-0.0002	-0.0224	0.8078	0.2762	1.9883	3.8103	5.8170	-0.0492	-1.1572	0.3333	-1.3982	
25.086	0.4467	0.0012	-0.0218	0.7981	0.2896	1.9871	3.8013	5.6780	-0.0483	-1.1761	0.3311	-1.4020	
25.088	0.4460	0.0004	-0.0247	0.7883	0.2511	1.9871	3.7918	6.1306	-0.0488	-1.1620	0.3292	-1.4052	
25.090	0.4457	0.0011	-0.0233	0.8133	0.2652	1.9816	3.7817	6.1357	-0.0509	-1.1472	0.3278	-1.4076	
25.092	0.4460	-0.0000	-0.0230	0.8078	0.2450	1.9828	3.7715	6.0340	-0.0510	-1.2009	0.3269	-1.4090	
25.094	0.4440	-0.0030	-0.0230	0.8023	0.2255	1.9766	3.7620	6.1323	-0.0514	-1.1765	0.3267	-1.4091	
25.096	0.4438	0.0006	-0.0238	0.8244	0.2115	1.9477	3.7523	6.1408	-0.0516	-1.1411	0.3273	-1.4076	
25.098	0.4447	-0.0000	-0.0250	0.8060	0.1834	1.9908	3.7423	6.1595	-0.0502	-1.1685	0.3288	-1.4043	
25.100	0.4404	-0.0001	-0.0254	0.8213	0.2243	1.9692	3.7323	5.7983	-0.0477	-1.1597	0.3312	-1.3993	
25.102	0.4402	0.0004	-0.0249	0.8146	0.2231	1.9723	3.7219	6.0272	-0.0451	-1.1461	0.3344	-1.3927	
25.104	0.4399	0.0001	-0.0270	0.7809	0.1932	1.9809	3.7112	6.2375	-0.0449	-1.1320	0.3383	-1.3845	
25.106	0.4390	-0.0002	-0.0252	0.8225	0.1889	1.9575	3.7005	6.1205	-0.0443	-1.1276	0.3428	-1.3749	
25.108	0.4390	-0.0005	-0.0271	0.8378	0.1834	1.9624	3.6896	6.0611	-0.0422	-1.1290	0.3481	-1.3639	
25.110	0.4375	-0.0003	-0.0280	0.8029	0.1657	1.9600	3.6787	6.2408	-0.0416	-1.1290	0.3541	-1.3514	
25.112	0.4367	0.0004	-0.0261	0.8250	0.1669	1.9563	3.6676	6.2442	-0.0428	-1.1111	0.3607	-1.3376	
25.114	0.4354	-0.0005	-0.0245	0.8176	0.1584	1.9637	3.6568	6.1866	-0.0425	-1.1353	0.3679	-1.3226	
25.116	0.4335	-0.0028	-0.0270	0.8256	0.1498	1.9390	3.6467	6.2222	-0.0409	-1.1249	0.3756	-1.3067	
25.118	0.4340	0.0009	-0.0273	0.8482	0.1413	1.9427	3.6363	6.2985	-0.0394	-1.0851	0.3836	-1.2900	
25.120	0.4348	0.0018	-0.0260	0.8317	0.1260	1.9575	3.6253	6.1256	-0.0392	-1.1092	0.3920	-1.2727	
25.122	0.4307	0.0002	-0.0263	0.8427	0.1449	1.9248	3.6143	5.9933	-0.0384	-1.1133	0.4005	-1.2551	
25.124	0.4312	0.0014	-0.0258	0.8378	0.1419	1.9026	3.6028	6.3358	-0.0397	-1.1011	0.4091	-1.2375	
25.126	0.4315	0.0010	-0.0255	0.8396	0.1126	1.9218	3.5909	6.1425	-0.0411	-1.1211	0.4175	-1.2201	
25.128	0.4288	0.0004	-0.0255	0.8519	0.1388	1.8952	3.5791	6.0001	-0.0420	-1.1208	0.4256	-1.2033	
25.130	0.4290	0.0007	-0.0257	0.8714	0.1309	1.8897	3.5673	6.0645	-0.0406	-1.1311	0.4334	-1.1873	
25.132	0.4270	-0.0008	-0.0278	0.8537	0.1333	1.8755	3.5558	5.9018	-0.0424	-1.1432	0.4407	-1.1722	
25.134	0.4259	0.0014	-0.0255	0.8739	0.1394	1.8743	3.5439	5.9441	-0.0408	-1.1101	0.4474	-1.1584	
25.136	0.4262	0.0019	-0.0256	0.8690	0.1077	1.8786	3.5316	5.7576	-0.0396	-1.1272	0.4534	-1.1460	
25.138	0.4225	0.0012	-0.0256	0.8806	0.1400	1.8441	3.5194	5.8628	-0.0406	-1.1108	0.4584	-1.1354	
25.140	0.4228	0.0030	-0.0249	0.8776	0.1608	1.8323	3.5069	6.0425	-0.0382	-1.1192	0.4625	-1.1269	
25.142	0.4209	0.0019	-0.0259	0.8586	0.1419	1.8157	3.4940	6.0713	-0.0426	-1.1250	0.4655	-1.1204	
25.144	0.4199	0.0032	-0.0247	0.8941	0.1559	1.7941	3.4812	5.8967	-0.0436	-1.1377	0.4675	-1.1160	
25.146	0.4180	0.0036	-0.0230	0.9002	0.1645	1.8058	3.4689	6.0560	-0.0466	-1.1577	0.4686	-1.1134	
25.148	0.4164	0.0026	-0.0238	0.9094	0.1736	1.7657	3.4573	5.8373	-0.0491	-1.1687	0.4688	-1.1126	
25.150	0.4173	0.0044	-0.0235	0.9118	0.1913	1.7528	3.4456	5.9814	-0.0473	-1.1632	0.4682	-1.1134	
25.152	0.4162	0.0037	-0.0256	0.9081	0.1718	1.7374	3.4333	5.9425	-0.0488	-1.1774	0.4669	-1.1156	
25.154	0.4148	0.0041	-0.0225	0.9320	0.1828	1.7238	3.4204	5.8390	-0.0483	-1.1610	0.4649	-1.1190	
25.156	0.4154	0.0047	-0.0227	0.9277	0.1535	1.7170	3.4071	5.8170	-0.0481	-1.1813	0.4624	-1.1237	
25.158	0.4123	0.0042	-0.0219	0.9387	0.1828	1.6831	3.3939	5.7746	-0.0511	-1.1777	0.4592	-1.1295	
25.160	0.4121	0.0038	-0.0212	0.9516	0.1785	1.6720	3.3810	5.9475	-0.0512	-1.1909	0.4554	-1.1365	
25.162	0.4091	0.0018	-0.0223	0.9369	0.1797	1.6498	3.3687	5.7831	-0.0513	-1.1613	0.4511	-1.1447	
25.164	0.4087	0.0050	-0.0212	0.9601	0.1748	1.6171	3.3564	5.7560	-0.0507	-1.1601	0.4462	-1.1538	
25.166	0.4095	0.0053	-0.0211	0.9448	0.1559	1.6344	3.3439	5.7068	-0.0492	-1.1871	0.4408	-1.1640	
25.168	0.4059	0.0053	-0.0206	0.9534	0.1809	1.5931	3.3316	5.6271	-0.0523	-1.1690	0.4350	-1.1749	
25.170	0.4057	0.0045	-0.0188	0.9607	0.1767	1.5925	3.3200	5.9408	-0.0535	-1.1855	0.4287	-1.1867	
25.172	0.4023	0.0028	-0.0208	0.9565	0.1724	1.5604	3.3092	5.9899	-0.0508	-1.1591	0.4222	-1.1991	
25.174	0.4029	0.0058	-0.0193	0.9607	0.1663	1.5364	3.2984	5.8831	-0.0526	-1.1714	0.4154	-1.2118	
25.176	0.4007	0.0061	-0.0205	0.9308	0.1419	1.5401	3.2872	5.9526	-0.0520	-1.1821	0.4087	-1.2245	
25.178	0.3994	0.0060	-0.0201	0.9693	0.1547	1.5043	3.2759	5.8916	-0.0514	-1.1725	0.4020	-1.2370	
25.180	0.3990	0.0054	-0.0184	0.9662	0.1565	1.5172	3.2648	5.8170	-0.0522	-1.2018	0.3955	-1.2490	
25.182	0.3947	0.0041	-0.0199	0.9662	0.1462	1.4920	3.2545	5.9645	-0.0517	-1.1687	0.3893	-1.2605	
25.184	0.3963	0.0066	-0.0196	0.9803	0.1303	1.4624	3.2440	5.8441	-0.0520	-1.1707	0.3834	-1.2713	
25.186	0.3964	0.0073	-0.0205	0.9748	0.1114	1.4790	3.2329	6.0086	-0.0527	-1.1787	0.3780	-1.2812	
25.188	0.3926	0.0064	-0.0201	0.9815	0.1394	1.4519	3.2214	5.8322	-0.0513	-1.1897	0.3730	-1.2902	
25.190	0.3928	0.0077	-0.0218	1.0060	0.1315	1.4383	3.2093	5.9272	-0.0512	-1.1768	0.3684	-1.2983	
25.192	0.3910	0.0067	-0.0240	0.9736	0.1193	1.4284	3.1970	5.7712	-0.0480	-1.1685	0.3643	-1.3055	
25.194	0.3891	0.0077	-0.0221	0.9895	0.1230	1.4254	3.1843	5.8238	-0.0451	-1.1494	0.3606	-1.3119	
25.196	0.3864	0.0087	-0.0215	0.9870	0.1065	1.4340	3.1717	5.9730	-0.0462	-1.1540	0.3573	-1.3175	
25.198	0.3834	0.0067	-0.0235	0.9956	0.0998	1.4032	3.1601	5.9916	-0.0468	-1.1484	0.3545	-1.3222	
25.200	0.3849	0.0085	-0.0233	0.9815	0.1065	1.3927	3.1486	5.8797	-0.0463	-1.1674	0.3521	-1.3260	
25.202	0.3828	0.0084	-0.0250	0.9717	0.0772	1.3914	3.1367	5.9560	-0.0491	-1.1668	0.3502	-1.3290	
25.204	0.3819	0.0087	-0.0249	1.0017	0.0863	1.3699	3.1245	5.8085	-0.0496	-1.1557	0.3487	-1.3310	
25.206	0.3817	0.0073	-0.0248	1.0103	0.0802	1.3791	3.1128	5.9035	-0.0464	-1.1668	0.3477	-1.3323	
25.208	0.3778	0.0063	-0.0276	0.9993	0.0912	1.3674	3.1016	5.9119	-0.0448	-1.1400	0.3470	-1.3328	
25.210	0.3775	0.0088	-0.0267	0.9987	0.0851	1.3483	3.0902	6.0018	-0.0428	-1.1310	0.3467	-1.3326	
25.212	0.3766	0.0091	-0.0291	0.9809	0.0595	1.3600	3.0783	6.0272	-0.0419	-1.1269	0.3468	-1.3319	
25.214	0.3748	0.0093	-0.0298	1.0121	0.0766	1.3427	3.0661	6.0425	-0.0426	-1.1067	0.3472	-1.3305	
25.216	0.3739	0.0087	-0.0291	1.0029	0.0705	1.3569	3.0544	5.7899	-0.0442	-1.1504	0.3480	-1.3284	
25.218	0.3697	0.0074	-0.0320	1.0078	0.0723	1.3421	3.0434	6.0781	-0.0431	-1.1301	0.3491	-1.3256	
25.220	0.3712	0.0098	-0.0315	0.9987	0.0711	1.3292	3.0325	5.9391	-0.0437	-1.1290	0.3504	-1.3224	
25.222	0.3694	0.0099	-0.0343	0.9662	0.0564	1.3477	3.0209	6.1781	-0.0439	-1.1272	0.3521	-1.3185	
25.224	0.3672	0.0102	-0.0343	0.9944	0.0723	1.3218	3.0092	5.8475	-0.0416	-1.1115	0.3541	-1.3141	
25.226	0.3673	0.0091	-0.0344	0.9999	0.0662	1.3316	2.9979	6.1103	-0.0422	-1.1284	0.3563	-1.3092	
25.228	0.3647	0.0075	-0.0374	0.9815	0.0674	1.3212	2.9873	6.0170	-0.0428	-1.1272	0.3587	-1.3038	
25.230	0.3637	0.0103	-0.0368	0.9858	0.0619	1.3119	2.9763	5.8611	-0.0419	-1.1087	0.3613	-1.2980	
25.232	0.3632	0.0110	-0.0378	0.9736	0.0314	1.3347	2.9648	5.9204	-0.0421	-1.1436	0.3640	-1.2919	
25.234	0.3584	0.0100	-0.0391	0.9711	0.0485	1.3008	2.9534	5.9255	-0.0423	-1.1296	0.3667	-1.2857	
25.236	0.3590	0.0110	-0.0386	0.9442	0.0583	1.2959	2.9417	5.9458	-0.0433	-1.1320	0.3693	-1.2796	
25.238	0.3568	0.0112	-0.0407	0.9198	0.0204	1.2934	2.9295	6.2798	-0.0444	-1.1244	0.3718	-1.2738	
25.240	0.3558	0.0113	-0.0399	0.9461	0.0271	1.2780	2.9173	5.9458	-0.0433	-1.1147	0.3742	-1.2681	
25.242	0.3544	0.0105	-0.0388	0.9454	0.0198	1.2872	2.9057	5.7831	-0.0426	-1.1353	0.3764	-1.2625	
25.244	0.3513	0.0083	-0.0411	0.9314	0.0100	1.2663	2.8948	6.1561	-0.0414	-1.1249	0.3785	-1.2572	
25.246	0.3515	0.0110	-0.0412	0.9479	-0.0113	1.2484	2.8840	5.9611	-0.0423	-1.1189	0.3805	-1.2522	
25.248	0.3513	0.0109	-0.0411	0.9161	-0.0339	1.2650	2.8728	5.9255	-0.0426	-1.1360	0.3822	-1.2475	
25.250	0.3477	0.0110	-0.0418	0.9332	-0.0101	1.2435	2.8616	5.9085	-0.0406	-1.1031	0.3838	-1.2432	
25.252	0.3476	0.0112	-0.0426	0.9442	-0.0180	1.2404	2.8506	5.8662	-0.0432	-1.1269	0.3852	-1.2393	
25.254	0.3448	0.0087	-0.0442	0.9179	-0.0296	1.2348	2.8398	6.0950	-0.0448	-1.1342	0.3863	-1.2360	
25.256	0.3437	0.0112	-0.0428	0.9283	-0.0473	1.2102	2.8290	5.8916	-0.0470	-1.1435	0.3872	-1.2332	
25.258	0.3438	0.0110	-0.0428	0.9100	-0.0699	1.2311	2.8180	5.9984	-0.0492	-1.1723	0.3878	-1.2309	
25.260	0.3398	0.0108	-0.0429	0.9222	-0.0424	1.2163	2.8073	6.0170	-0.0525	-1.1615	0.3883	-1.2289	
25.262	0.3397	0.0099	-0.0428	0.9314	-0.0479	1.2206	2.7970	5.8831	-0.0546	-1.2079	0.3886	-1.2272	
25.264	0.3367	0.0090	-0.0456	0.9234	-0.0455	1.2052	2.7871	5.9340	-0.0513	-1.1925	0.3887	-1.2258	
25.266	0.3362	0.0115	-0.0434	0.9308	-0.0351	1.2139	2.7771	5.9882	-0.0486	-1.1488	0.3888	-1.2247	
25.268	0.3330	0.0126	-0.0434	0.9332	-0.0412	1.2299	2.7669	6.3426	-0.0489	-1.1507	0.3887	-1.2238	
25.270	0.3302	0.0110	-0.0440	0.9406	-0.0333	1.2003	2.7573	5.8339	-0.0487	-1.1508	0.3887	-1.2230	
25.272	0.3313	0.0119	-0.0428	0.9240	-0.0241	1.1855	2.7476	5.9187	-0.0473	-1.1588	0.3887	-1.2220	
25.274	0.3298	0.0115	-0.0443	0.9124	-0.0577	1.1954	2.7376	6.0560	-0.0448	-1.1546	0.3888	-1.2210	
25.276	0.3278	0.0120	-0.0438	0.9406	-0.0345	1.1762	2.7277	6.0645	-0.0444	-1.1249	0.3888	-1.2200	
25.278	0.3260	0.0119	-0.0420	0.9381	-0.0376	1.2046	2.7184	6.1476	-0.0412	-1.1267	0.3889	-1.2189	
25.280	0.3222	0.0100	-0.0435	0.9424	-0.0327	1.1830	2.7101	6.0425	-0.0380	-1.1009	0.3891	-1.2177	
25.282	0.3239	0.0121	-0.0423	0.9412	-0.0296	1.1651	2.7019	6.1086	-0.0394	-1.1014	0.3893	-1.2163	
25.284	0.3227	0.0119	-0.0432	0.9191	-0.0443	1.1904	2.6934	6.0577	-0.0392	-1.1172	0.3896	-1.2147	
25.286	0.3205	0.0120	-0.0421	0.9473	-0.0144	1.1701	2.6850	6.2019	-0.0374	-1.0805	0.3901	-1.2128	
25.288	0.3193	0.0113	-0.0404	0.9418	-0.0077	1.1917	2.6772	6.1849	-0.0398	-1.1110	0.3908	-1.2104	
25.290	0.3164	0.0094	-0.0417	0.9418	0.0009	1.1775	2.6701	6.2476	-0.0376	-1.0776	0.3918	-1.2075	
25.292	0.3170	0.0122	-0.0400	0.9467	-0.0144	1.1534	2.6628	6.0120	-0.0365	-1.0933	0.3932	-1.2039	
25.294	0.3167	0.0111	-0.0396	0.9240	-0.0327	1.1775	2.6549	6.2358	-0.0416	-1.1133	0.3948	-1.1997	
25.296	0.3137	0.0122	-0.0384	0.9375	0.0003	1.1584	2.6469	6.2154	-0.0440	-1.1108	0.3968	-1.1950	
25.298	0.3134	0.0113	-0.0372	0.9393	-0.0040	1.1750	2.6391	6.1917	-0.0428	-1.1461	0.3989	-1.1896	
25.300	0.3107	0.0093	-0.0380	0.9247	-0.0089	1.1627	2.6316	6.0645	-0.0412	-1.1276	0.4014	-1.1839	
25.302	0.3111	0.0123	-0.0359	0.9320	-0.0260	1.1528	2.6239	6.0866	-0.0389	-1.0863	0.4039	-1.1777	
25.304	0.3113	0.0124	-0.0354	0.9051	-0.0376	1.1719	2.6155	6.1629	-0.0383	-1.1234	0.4066	-1.1713	
25.306	0.3075	0.0119	-0.0343	0.9161	-0.0119	1.1639	2.6068	5.9645	-0.0409	-1.1064	0.4094	-1.1648	
25.308	0.3073	0.0135	-0.0343	0.9143	-0.0028	1.1553	2.5977	6.1340	-0.0405	-1.1421	0.4121	-1.1584	
25.310	0.3060	0.0110	-0.0356	0.8947	-0.0290	1.1417	2.5881	6.0984	-0.0461	-1.1391	0.4147	-1.1522	
25.312	0.3054	0.0119	-0.0316	0.9039	-0.0162	1.1516	2.5781	5.9458	-0.0474	-1.1476	0.4172	-1.1465	
25.314	0.3029	0.0134	-0.0312	0.8941	-0.0376	1.1627	2.5681	6.0272	-0.0459	-1.1612	0.4194	-1.1411	
25.316	0.3001	0.0110	-0.0305	0.8886	-0.0443	1.1238	2.5587	5.9747	-0.0485	-1.1700	0.4214	-1.1364	
25.318	0.3019	0.0113	-0.0291	0.8690	-0.0376	1.1103	2.5496	6.3104	-0.0456	-1.1504	0.4231	-1.1324	
25.320	0.2998	0.0110	-0.0301	0.8531	-0.0620	1.1170	2.5402	6.0391	-0.0414	-1.1325	0.4244	-1.1290	
25.322	0.2992	0.0114	-0.0277	0.8831	-0.0467	1.0998	2.5308	6.2680	-0.0405	-1.0954	0.4255	-1.1261	
25.324	0.2975	0.0109	-0.0261	0.8727	-0.0522	1.1133	2.5222	6.1883	-0.0403	-1.1353	0.4264	-1.1237	
25.326	0.2956	0.0081	-0.0273	0.8751	-0.0504	1.0862	2.5147	6.3900	-0.0328	-1.0876	0.4272	-1.1214	
25.328	0.2963	0.0098	-0.0251	0.8867	-0.0553	1.0585	2.5074	6.3561	-0.0301	-1.0588	0.4279	-1.1193	
25.330	0.2953	0.0095	-0.0259	0.8623	-0.0650	1.0739	2.4996	6.3154	-0.0293	-1.0605	0.4287	-1.1171	
25.332	0.2945	0.0098	-0.0245	0.8928	-0.0424	1.0511	2.4917	6.4104	-0.0284	-1.0249	0.4297	-1.1147	
25.334	0.2943	0.0080	-0.0226	0.9014	-0.0479	1.0566	2.4844	6.4019	-0.0288	-1.0648	0.4309	-1.1118	
25.336	0.2908	0.0060	-0.0237	0.9063	-0.0394	1.0418	2.4779	6.4748	-0.0289	-1.0361	0.4324	-1.1083	
25.338	0.2923	0.0080	-0.0221	0.9143	-0.0485	1.0239	2.4714	6.1154	-0.0289	-1.0518	0.4343	-1.1041	
25.340	0.2909	0.0078	-0.0229	0.8953	-0.0614	1.0375	2.4644	6.5070	-0.0271	-1.0526	0.4367	-1.0991	
25.342	0.2894	0.0074	-0.0218	0.9320	-0.0363	1.0122	2.4576	6.3239	-0.0293	-1.0312	0.4394	-1.0934	
25.344	0.2892	0.0061	-0.0201	0.9375	-0.0315	1.0209	2.4513	6.2646	-0.0297	-1.0721	0.4426	-1.0868	
25.346	0.2871	0.0038	-0.0220	0.9491	-0.0284	1.0061	2.4456	6.3782	-0.0262	-1.0396	0.4462	-1.0796	
25.348	0.2873	0.0061	-0.0207	0.9705	-0.0345	0.9826	2.4395	6.4782	-0.0269	-1.0387	0.4501	-1.0718	
25.350	0.2883	0.0057	-0.0204	0.9638	-0.0540	0.9913	2.4328	6.2815	-0.0255	-1.0562	0.4543	-1.0633	
25.352	0.2852	0.0050	-0.0197	0.9797	-0.0193	0.9666	2.4259	6.4477	-0.0255	-1.0358	0.4589	-1.0541	
25.354	0.2859	0.0048	-0.0190	1.0005	-0.0217	0.9586	2.4188	6.3036	-0.0256	-1.0536	0.4637	-1.0445	
25.356	0.2832	0.0026	-0.0203	0.9821	-0.0144	0.9444	2.4119	6.5782	-0.0231	-1.0117	0.4687	-1.0343	
25.358	0.2834	0.0046	-0.0184	0.9968	-0.0235	0.9154	2.4047	6.4426	-0.0201	-0.9975	0.4740	-1.0237	
25.360	0.2819	0.0051	-0.0191	0.9675	-0.0180	0.9358	2.3969	6.7308	-0.0182	-0.9868	0.4794	-1.0127	
25.362	0.2807	0.0047	-0.0182	1.0035	0.0125	0.9086	2.3890	6.5308	-0.0172	-0.9734	0.4851	-1.0013	
25.364	0.2805	0.0038	-0.0162	1.0066	0.0180	0.9296	2.3816	6.6054	-0.0133	-0.9792	0.4909	-0.9895	
25.366	0.2772	0.0021	-0.0178	1.0121	0.0314	0.9105	2.3750	6.4918	-0.0125	-0.9636	0.4969	-0.9773	
25.368	0.2788	0.0045	-0.0166	1.0078	0.0577	0.9012	2.3682	6.5358	-0.0108	-0.9581	0.5030	-0.9649	
25.370	0.2780	0.0038	-0.0183	0.9974	0.0296	0.9031	2.3609	6.6732	-0.0088	-0.9576	0.5091	-0.9523	
25.372	0.2772	0.0042	-0.0169	1.0317	0.0485	0.8790	2.3536	6.5952	-0.0076	-0.9305	0.5154	-0.9394	
25.374	0.2752	0.0043	-0.0161	1.0372	0.0467	0.9148	2.3467	6.6511	-0.0061	-0.9502	0.5218	-0.9264	
25.376	0.2740	0.0026	-0.0168	1.0439	0.0509	0.8821	2.3404	6.5935	-0.0035	-0.9155	0.5283	-0.9131	
25.378	0.2757	0.0039	-0.0171	1.0549	0.0601	0.8796	2.3340	6.6104	-0.0007	-0.9332	0.5349	-0.8996	
25.380	0.2749	0.0017	-0.0188	1.0311	0.0509	0.8759	2.3271	6.7681	-0.0006	-0.8998	0.5416	-0.8860	
25.382	0.2742	0.0026	-0.0160	1.0500	0.0699	0.8846	2.3194	6.5715	-0.0019	-0.8974	0.5483	-0.8723	
25.384	0.2744	0.0031	-0.0156	1.0445	0.0540	0.8901	2.3111	6.4307	-0.0011	-0.9274	0.5550	-0.8585	
25.386	0.2712	0.0018	-0.0153	1.0519	0.0851	0.8673	2.3029	6.5681	-0.0033	-0.9061	0.5617	-0.8447	
25.388	0.2727	0.0031	-0.0164	1.0727	0.0979	0.8692	2.2945	6.5189	-0.0024	-0.9233	0.5682	-0.8312	
25.390	0.2711	0.0011	-0.0178	1.0433	0.0973	0.8605	2.2860	6.6800	0.0004	-0.9142	0.5746	-0.8181	
25.392	0.2707	0.0025	-0.0153	1.0617	0.1169	0.8667	2.2774	6.6461	-0.0040	-0.9128	0.5806	-0.8056	
25.394	0.2682	0.0035	-0.0147	1.0586	0.1101	0.8803	2.2688	6.7749	-0.0062	-0.9239	0.5864	-0.7937	
25.396	0.2661	0.0008	-0.0150	1.0586	0.1236	0.8463	2.2608	6.5477	-0.0058	-0.9459	0.5918	-0.7825	
25.398	0.2686	0.0022	-0.0145	1.0519	0.1413	0.8544	2.2531	6.5138	-0.0057	-0.9500	0.5970	-0.7719	
25.400	0.2674	0.0017	-0.0158	1.0311	0.1150	0.8544	2.2450	6.5494	-0.0062	-0.9424	0.6018	-0.7620	
25.402	0.2664	0.0016	-0.0142	1.0647	0.1352	0.8322	2.2370	6.5443	-0.0059	-0.9094	0.6062	-0.7530	
25.404	0.2674	0.0003	-0.0124	1.0672	0.1400	0.8463	2.2294	6.6155	-0.0052	-0.9375	0.6101	-0.7449	
25.406	0.2648	-0.0017	-0.0145	1.0617	0.1468	0.8402	2.2226	6.8292	-0.0065	-0.9038	0.6137	-0.7377	
25.408	0.2652	0.0010	-0.0126	1.0555	0.1602	0.8383	2.2160	6.3392	-0.0084	-0.9386	0.6169	-0.7311	
25.410	0.2640	0.0003	-0.0145	1.0360	0.1413	0.8451	2.2091	6.6342	-0.0097	-0.9483	0.6198	-0.7252	
25.412	0.2636	0.0005	-0.0130	1.0690	0.1535	0.8303	2.2023	6.6613	-0.0104	-0.9480	0.6224	-0.7198	
25.414	0.2628	0.0001	-0.0116	1.0635	0.1462	0.8544	2.1962	6.6037	-0.0122	-0.9717	0.6248	-0.7150	
25.416	0.2599	-0.0013	-0.0128	1.0727	0.1419	0.8402	2.1909	6.4172	-0.0113	-0.9561	0.6268	-0.7108	
25.418	0.2622	-0.0003	-0.0111	1.0500	0.1455	0.8396	2.1856	6.5443	-0.0114	-0.9491	0.6286	-0.7072	
